ID,LostCustomer,regionPctCustomers,numOfTotalReturns,wksSinceLastPurch,basktPurchCount12Month,LastPurchaseAmount,AvgPurchaseAmount12,AvgPurchaseAmountTotal,intAdExposureCount12,intAdExposureCount36,intAdExposureCountAll,socialMediaAdCount12,socialMediaAdCount36,socialMediaAdCountAll,totalNumProdPurchased,custInitiatedContacts,avgDiscountValue12,customersales,wksSinceFirstPurch,customerGender,EstimatedIncome,regionMedHomeVal,birthDate,customerSubscrStat,techSupportEval,Review_Text,Title,customerAge,DemHomeOwner,AvgPurchasePerAd12
91733,0,34,0,18,3,75,50,41.65,10,25,29,4,4,10,3,1,,499.22,69,M,121000,209690,25MAR1987,Platinum,5,"Nice lines, just a bit tight if you have larger / more muscley shoulders.",,37,Unknown,5
91753,0,25,0,15,3,175,172.5,105.65,13,32,65,6,6,27,8,2,,1755.54,154,F,51000,237250,23FEB1999,Platinum,4,"The one i tried on had something wrong with the pockets... one was regular height,t eh other was so low, i could barely put my hand in it. however, the jumpsuit itself is really pretty and soft. color is nice, but hard ot pull off on pale skin like me.  i tried on the xs, but that was big. i would need xxs p if it was made in that size, so i let it go... (looked nice with pinched fabric in the back.for reference i am 115 lbs, 30 dd< 26.5 in waist.",What's with the pockets?,25,HomeOwner,13.269230769
91764,0,31,0,15,3,175,175,105,8,25,46,5,5,21,8,2,,1749.18,111,F,51000,179790,17JUN1998,Platinum,5,"For me, at 5'9"", the top was not long enough...it appeared longer in the photo. i'll be returning it. other than length, it is cute.",,26,Unknown,21.875
91790,0,28,0,19,3,75,75,91.65,11,29,51,4,4,19,6,2,,714.02,97,M,58000,169520,07JUN1995,Platinum,5,"Pros: soft, quality top, true to size, and would look great (a little tucked in) and off the shoulderreality: it will be hard to keep the shoulders from sliding up, and (on me at least) it looked really meh...kind of dumpy.i'm 5'6"", normally a medium/8, and i bought the medium here...fit was good. it's billowy and accurately displayed in the pictures, so as an hour-glass shaped gal, i'd need to tuck in the front (or all) or accessorize to give it a little shape. i really liked the feel a","Cute off the shoulders, meh in reality",29,HomeOwner,6.8181818182
91903,0,28,0,18,3,75,60,48.35,12,30,32,4,4,11,3,1,,489.6,65,U,105000,141310,,Platinum,5,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them, but the fabric was much too thin for me. i was surprised because another review said they were thick. to me, it felt like tights material, almost. however, they were not see through, which is great. overall, they just didn't look great on my body. 5'9"" size 6/8 curves, medium was a bit too loose.",,,HomeOwner,5
92073,1,29,0,19,2,75,60,50,13,27,41,6,6,15,6,2,,635.33,87,F,102000,132340,08JUL1985,Platinum,5,This suit itself is adorable. i usually have to get a size large for length but in this case the cups are way too big. it says light padding but there is no padding. just a giant empty cup. i'm going to order the size medium.,Cups too big,39,HomeOwner,4.6153846154
92109,0,26,0,17,5,125,250,160,13,31,53,6,6,21,5,1,,4253.04,100,F,34000,175500,17APR2003,Platinum,5,"I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color, it's really pretty! just go up a size or two if anything and try it out.",Pretty but runs way too small,21,Unknown,19.230769231
92159,0,26,0,26,5,150,150,100,10,31,57,5,5,22,7,2,,1744.29,105,M,54000,214630,27OCT1993,Platinum,5,"The cut and print of this dress is beautiful. however, the armhole is way too low, which is a reoccurring problem with anything sleeveless from retailer these days. please don't drop the armholes so low, most women do not want their bra completely showing every time you lift your arm!",Almost perfect,30,HomeOwner,15
92187,0,25,0,26,5,130,130,80,10,31,55,5,5,21,5,2,,1741.96,101,F,66000,188370,26MAY1986,Platinum,5,"The blouse looked better on the model. i liked the way it fit, just not how it looks. the fabric made me itch, which was one of the other reasons i returned it. i wished it had looked good and the fabric didn't make me itch. i really liked the unique look to the shirt.",Fabric was itchy for me,38,HomeOwner,13
29637,0,37,1,21,5,100,100,100,10,15,13,4,7,6,1,1,20,1113.58,45,M,54000,218530,11MAR1996,Gold,5,"I agree with the first reviewer exactly. beautiful fabric and ""idea"" of dress (looks stunning on model), but huge and shapeless in person like a tent. not at all what i expected when ordering a 2 petite. sadly, has to be returned.",Disappointed because not what i expected,28,Unknown,10
182029,0,47,0,16,5,100,100,100,12,17,14,5,5,6,1,0,,1120.4,40,F,54000,88660,,Gold,,"I was really disappointed in the shirt. the blue embroidery is a lot darker than what is shown in the photo, and barely stands out against the black. the photo does not accurately depict this shirt. i will be returning.",Not as pictured,,Unknown,8.3333333333
174124,0,8,1,16,5,100,100,100,5,8,8,2,4,4,1,1,20,1110.37,40,M,54000,101530,29OCT1995,Member,5,"This is an extremely flattering dress. i couldn't resist buying it, even though i didn't come into the store looking for a dressier dress, which i feel this is. once i tried it on, i had to purchase it. its one of those things that i know i won't regret because at some point, an occasion will show up that i'll wear it to. its soft, comfy and flowing and accentuates the body's curves without being too tight or clingy. its a classic!",,28,HomeOwner,20
15163,0,11,0,20,5,100,100,100,11,18,16,4,4,6,1,0,,1108.24,44,F,54000,59020,03AUG1979,Gold,,"After reading all the reviews and sizing down one size. i got my top size m, i usually wear m/l depending on the style. i'm 6 ft tall, 160 lb, i like my clothing loose but not as loose as this top. i should have gone to xxxxxs if such exists. no wonder there is such a low leap in price. it is a good quality though, and very nice pale peach color. no would not recommend, unless you wear 3xxxl",Oh my oh my,45,HomeOwner,9.0909090909
20802,1,30,1,24,5,75,75,75,7,17,15,3,7,6,1,1,15,1111.56,48,U,70000,56680,28JAN2003,Gold,5,"This looked beautiful online, but the skirt isn't 100% silk - the strips of fabric have different fiber content levels, with most of them containing some level of polyester. parts of the skirt felt like plastic to touch, and one strip has a very prominent gold sheen that looks cheap. overall very disappointing - this is not at all the beautiful silk skirt that it appears to be online.a definite return. i wouldn't even recommend this at first or second cut.",Yuck,21,Unknown,10.714285714
187298,1,47,2,16,3,50,37.5,35,6,9,9,2,4,4,3,2,7.5,331.07,44,U,141000,131950,,Member,3,The fabric of this looks and feels so cheap it's hard to believe this is anna sui. i would say this is unwearable. there is zero stretch and it is made of itchy textured poly fabric that looks like novelty fabric at best. going back asap.,,,Unknown,6.25
25277,1,51,1,19,5,75,75,75,10,14,11,4,6,5,1,1,15,775.56,43,M,70000,97110,21JAN2004,Gold,5,This is very large.  i normally am a s/m and i took this in an x.  it is a beautiful dress in color and fit but picks up any stain and i have had to have it dry cleaned after every use.,Beautiful dress terrible material,20,HomeOwner,7.5
28107,0,46,1,24,5,75,75,75,8,18,16,3,7,6,1,1,15,780.69,48,F,70000,116480,,Gold,5,"When i tried this top on, i started laughing. the two rows of ruffles are made of a starchy thick cotton, which, instead of falling by the hips, juts out like wings. it's also huge. cute idea, wrong material and placement.",Weird,,Unknown,9.375
25981,0,28,0,16,5,125,125,125,12,17,14,5,5,6,1,0,,1737.56,40,F,43000,192530,15FEB1996,Gold,,"This looks like the perfect easy sweater with the white shirt appeal to it, but sadly the fit of this number is really off. it looks more like a tent. it must have been clipped in the back or something. i cannot see any scenario in which this would look good...",Strange fit,28,HomeOwner,10.416666667
37395,0,43,4,17,1,30,25.85,20.9,7,21,31,4,12,13,11,2,5.25,175.17,92,M,217000,218270,04JUN2007,Platinum,1,"No, no, no...i don't know if it was the way it got flattened out in the packaging, or what, but it sticks out like a tent from the hips down. i'm 5'7"", about 145, 32c, usually wear a 6 or 8 in dresses. this thing barely buttoned over my bust, and then flares out to a tent-like triangular shape at the bottom. i don't think it would come out by washing and ironing it; i'm afraid it was just cut poorly. i looked like a sad prisoner in stripes, unfortunately. i bought three different dresses in the",Cuter on the model,17,HomeOwner,3.6928571429
37411,0,64,6,23,1,25,27.85,27,11,32,57,5,15,23,25,3,5.67,173.89,110,F,176000,246090,09MAR2000,Platinum,1,"I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit, they run really small, i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(",Runs small,24,HomeOwner,2.5318181818
37456,0,27,4,24,2,25,25,23.35,8,24,66,3,11,25,24,3,5,231.57,140,M,198000,0,03AUG2006,Platinum,1,"The dress has a partially sewn-in slip, which really didn't work for me. no matter how much adjusting i did i couldn't get the slip and dress to sit properly.i ordered a medium, and if it hadn't been for the slip, the fit would have been good. the length was as pictured. for reference i am 5'5 145lbs, 38-30-40, 34ddd.",Not so great,18,Unknown,3.125
37748,0,24,2,17,2,15,37,32,15,34,46,6,15,16,10,2,6.5,292.34,77,M,152000,301990,23DEC2000,Platinum,1,"I was really excited about this top since i have others from retailer that are similar in styling. unfortunately, it just didn't work out. i am petite with a short torso and ordered my usual size and it was way too short in the front. the top was also boxy and didn't sit right. it just wasn't flattering. cute top on the hanger, but just not on me.",Fit is not cute,23,Unknown,2.4666666667
37755,0,8,3,18,1,25,34.15,26.3,11,31,70,5,15,31,23,3,7,238.66,154,F,180000,279760,25FEB1993,Platinum,1,"The back of this t-shirt looks cute but the front looks really weird. the material in the back is quite stiff but the grey material is soft, so the front gray area ends up hanging weirdly and looking uneven and messy. i appreciate asymmetrical clothing but to me it looked like a patched up rag from the front. it fits true to size.",Do not like the front,31,Unknown,3.1045454545
37875,1,22,3,17,2,35,52.5,36.95,7,24,69,3,12,32,18,3,12.33,248.06,153,F,134000,257270,05DEC1997,Platinum,1,"I love the fit of these pants -- they're the perfect slim black pants. however, i wore these pants exactly three times before the seams split the middle of the pant in not just one, but multiple places. disappointed by the workmanship/quality of the product, especially since the pants fit amazingly and don't sag like other slim fitting black pants tend to do. i hope retailer will take this into consideration and improve the quality of future iterations of this product.",,26,HomeOwner,7.5
38019,0,26,2,15,2,15,11,9.4,12,25,51,5,10,22,17,3,3.5,180.66,147,F,391000,189540,25MAR2002,Platinum,1,"So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about, but i once had a lot of luck with dresses of this price point (and intent) at retailer, so i had hopes. i was just wanting it to be a great addition for vacations and beach days, but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti","Loungewear, not outdoor wear",22,HomeOwner,0.9166666667
38131,0,27,4,17,1,25,25,25,14,33,43,6,15,16,10,2,5,183.43,77,M,188000,94120,21JUN1997,Platinum,1,"I tried this on in the store and was disappointed because it looked so fresh and vibrant on the hanger. but it's basically cut for model-sized people only. it's short and wide, and if you have any boobs at all it'll make the back pucker. i can't imagine this will look good on most women.",Weird fit,27,HomeOwner,1.7857142857
38209,0,9,1,18,2,10,18,19.3,9,28,50,4,12,19,14,2,2,188.16,105,U,231000,121940,05NOV1993,Platinum,1,"I am normally between a size 0 and 2, so i ordered these pants in both sizes to make sure i would have a nice pair of black crops to wear to work. the 0 seemed pretty tight all around, so i returned the 0 and kept the 2 even though there was a little bit of room in the waist. of course the size 2 after a few hours of wearing had completely stretched out, was bagging in the crotch area, sliding around on my waist and creasing badly behind the knees. i doubt i will wear these pants more than the o",Stretches out,30,HomeOwner,2
38463,0,26,3,16,2,35,35,30,11,30,56,5,13,22,11,3,7,295.36,124,M,161000,163540,05FEB1991,Platinum,1,Don't buy this dress unless you are normally a medium or larger. order it one or two sizes smaller than your normal size. i ordered an xs and it's more like a medium or large.,Runs very small,33,HomeOwner,3.1818181818
24595,0,11,1,19,5,30,125,77.5,13,20,19,5,8,7,2,1,25,1752.38,45,M,68000,62270,19JUN1991,Gold,2,"This garment is beautiful because the fabric has great drape to it. i am probably between a small and xsmall, but ordered the xsmall. it is snug, but i have decided to keep it and can wear a cami underneath, just in case the buttons gap just a little. i am concerned that going up a size with leave the neck area too gaping. it is also a little snug in the elbow area.",Beautiful construction,33,Unknown,9.6153846154
24630,0,19,0,27,5,85,85,55,9,28,47,4,4,21,7,2,,1076.79,116,F,94000,49530,22MAR1995,Platinum,3,"This is such a lovely blouse! the color is true to the picture. i am a bigger girl--5'9"" and size 12, and i bought the large. the fit was beautiful--it was forgiving on my less-than-perfect midsection, but wasn't billowy at all. it did not pull around the shoulders or bust the way some button-up blouses do.",Lovely,29,HomeOwner,9.4444444444
24670,1,22,3,15,2,50,50,63.05,11,28,70,5,14,31,18,3,10,369.52,145,F,83000,104260,05FEB2007,Platinum,2,This top is perfect! very comfortable and flattering for any body type.,Great top,17,Unknown,4.5454545455
24693,0,30,2,15,2,35,33,32.5,12,25,23,6,12,10,6,2,6,282.57,52,M,150000,81120,,Platinum,2,This tunic is beautiful! the color is a vibrant blue. i can wear it with jeans or dress it up with my white linen capris! i ordered the small and it fits me perfectly!!!,This tunic fits perfectly!,,HomeOwner,2.75
24761,0,16,3,17,2,50,40,38,12,25,26,6,12,10,5,2,8.33,319.09,53,F,131000,51610,04DEC2001,Platinum,3,Love this top!! so comfy and flattering. i ordered the black and the blue and i am itching to get the red/purple one too!,,22,Unknown,3.3333333333
24794,0,28,2,17,3,75,70,44.6,10,22,50,4,9,19,26,3,15,536.26,154,M,113000,57330,04MAR2004,Platinum,3,I tried this in the store and i liked it. the color is very pretty and the fabric is soft and drapey and feels like good quality. i like the little subtle dots. i ultimately did not buy it because the tie at the throat is not my style and because i just don't need this kind of piece enough in my wardrobe at the moment. but it is a very nice top and i would recommend it if you like the color and style.,Pretty- soft fabric and nice color.,20,Unknown,7
24872,0,39,2,19,2,100,52.5,38.75,14,33,45,6,14,17,8,2,7.5,392.49,88,M,129000,79430,21FEB2005,Platinum,3,"Bought this shirt in the colorful polka dot print and i'm obsessed! like previous reviews mentioned, it runs a little small in the chest. i'm normally a medium but am a 36c so ordered the large and it fits perfect! with the way the buttons are spaced i think all sizes will pull a little no matter what. it's a beautiful shirt and i plan on ordering the blue one as well.",Perfect!,19,HomeOwner,3.75
24885,1,0,2,15,3,55,50,42,13,27,27,6,13,12,5,2,9.5,366.95,65,M,120000,197990,,Platinum,2,"This dress hits flatters the whole body. love the three quarter sleeves, love the relaxed fit of the bottom half. love how it is fitted, body conscious around bust. super flattering. the teal color is particularly gorgeous. a color that would suit a lot of different skin tones. this is a no-brainer dress that you will reach for in your closet every single time.",Flattering feminine dress,,Unknown,3.8461538462
24917,0,34,0,16,3,100,75,75,14,30,28,5,5,11,2,0,,701.72,56,U,70000,77740,,Platinum,,"I've got the post-baby bulge and this dress makes me the hottest i've looked in a long time! fitted, but skimming where i don't want to be accentuated - it's a rare dress that can pull this off! the cleavage is there, so i think it's more of a night dress, but i'd wear it with a sweater during the day. very comfortable.",Flattering if you have a tummy!,,Unknown,5.3571428571
24947,0,28,0,26,3,125,162.5,162.5,11,25,24,5,5,9,2,0,,1751.19,55,M,34000,67990,16MAY1993,Platinum,,I'm a 34c and 136 lbs. i bought this in m in two colors because i love it so much! the fit is so flattering and the material is so soft and comfortable. i continue to get the best quality and fitting dresses from retailer!,Super soft and comfortable,31,HomeOwner,14.772727273
160988,0,40,0,18,3,50,48.35,36.65,13,32,64,6,6,27,15,2,,397.47,137,M,135000,129610,19MAY1996,Platinum,2,This dress is flattering in so many ways. fitted through the bodice with a lovely flare from the waist down to cover those hippy hips. sizing is perfect. i also bought it in the navy/black color. you can dress up with heels or down with flip flops.,Very flattering,28,HomeOwner,3.7192307692
161010,0,36,1,25,3,80,75,51,11,30,67,5,14,27,15,3,14,712.61,127,F,100000,123370,21FEB2005,Platinum,3,"I bought this dress in three different patterns, i love it so much! i am 5'7"" and around 135 pounds. usually a size six or eight in dresses. ordered the small and fits perfectly if a little bit. curvy frame. great for women on the busty side. fits beautiful and is stretchy but not too clingy.",I own three,19,HomeOwner,6.8181818182
161011,0,21,0,18,3,50,50,26.45,12,31,68,5,5,24,14,3,,397.67,137,F,179000,104000,08DEC2003,Platinum,2,"I've had this dress for a while now and waited to write a review, glad i did. i originally ordered the mp, 5'5"" 130 lbs. while it looked nice - accentuated my waist it was a bit big in the chest area. it probably would have been ok but i am picky about fit. after debating for awhile i ordered the sp and it fits much better! when i pulled it out of the package i was worried it was too short but it's not. it hits right above my knee. in fact i compared both dresses and there is not much of a diffe","Feminine dress, size down",20,Unknown,4.1666666667
161034,0,41,3,22,2,40,38.75,36.55,11,29,54,5,14,20,13,2,7.67,287.96,93,U,135000,147030,,Platinum,2,Super easy and cute. i received lots of compliments!,Great dress!,,Unknown,3.5227272727
161051,0,29,0,16,3,100,95,70.75,11,27,65,5,5,25,13,3,,715.33,134,M,74000,65650,,Platinum,3,"It slips on easily, is soft & flattering. it will definitely be my ""go to"" dress.",This product fabric feels great.,,HomeOwner,8.6363636364
161053,0,30,0,18,3,50,62.5,61.8,7,23,59,3,3,24,11,3,,548.33,152,M,84000,95290,16OCT1998,Platinum,2,"This dress is soft and comfortable. it's perfect for summer. i ordered my usual size 4 petite and it fits perfectly. 34"" 26"" 5'1""",Love it!,25,HomeOwner,8.9285714286
161188,0,40,2,15,2,40,37.5,37.5,12,26,28,5,11,10,4,2,8.5,279.96,56,U,132000,182780,08APR1997,Platinum,3,"I was a little skeptical to buy this dress at first because of the pattern. in all honestly, i am so happy that i did. it's so unique and truly a one of a kind design. when tried on the dress is very slimming.",,27,HomeOwner,3.125
161317,0,24,0,20,3,100,75,58.35,12,29,33,6,6,13,3,0,,698.33,68,M,89000,79430,01NOV2001,Platinum,,"I bought these on a whim on mother's day when i was out shopping. i didn't try even try them on at the store. i got them home and couldn't believe how great they fit and how comfortable they were. the length is perfect for me. not too long or too short. they did stretch out a bit upon wearing them but i like the comfortable, relaxed look. i washed and dried them in the dryer. they came out perfect. i bought the coral color. will be buying more as it is hard to find shorts that work for me. i rec",Pricey for shorts but worth it,22,HomeOwner,6.25
88888,0,32,0,26,5,75,75,51.65,9,27,36,4,4,15,3,0,,774.6,75,M,99000,152100,05MAY1981,Platinum,,"I really like this blouse a lot. very very easy to wear!! i wore with pencil skirt to work and with skort as shown similar on model with sandals on weekend. very flattering and great blue color!!! very happy with this purchase. highly recommend. i am 5'6"" short torso and my usual 6 worked.",Love this blouse,43,Unknown,8.3333333333
88925,0,21,1,18,3,85,80,79.9,8,24,59,4,14,24,20,3,15,699.77,116,U,66000,174590,,Platinum,3,I just purchased this beautiful printed blouse in the pink color and love it! i almost always wear a size small at retailer (34d-27-35) and the fit and length are both perfect on me. if you are smaller chested you can easily go down a size. i absolutely had to have this whe i first saw it at the store and noticed how popular it was as i had to order it due to it selling out like hot cakes there. what i like about it is the texture and the ruffles at the front plus the length of the sleeves stop ri,Lovely printed blouse,,Unknown,10
88926,0,13,0,18,5,75,75,46.65,13,26,59,4,4,20,18,2,,783.98,115,M,109000,261950,13MAY1992,Platinum,3,Bought this on a whim and it exceeded my expectations. i didn't know what to expect with the quality of the fabric but this is incredibly soft and warm. haven't worn it outside yet but i can see this already as one of my favorite items. i'm usually an extra-small but the xxs also fits. it's a great buy especially since it's on sale now.,"Love, love, love!",32,Unknown,5.7692307692
88927,0,23,1,22,3,50,50,37.5,9,30,71,4,14,31,16,2,10,400.62,150,M,132000,177320,01APR2005,Platinum,2,"This is an awesome vest - so soft, cozy, and i cannot wait to wear it through fall and winter. for sake of not repeating all the positive aspects that the previous reviewers did, i'll mention the one flaw...no pockets :( still totally worth full price in my mind though.",Loveee,19,HomeOwner,5.5555555556
88987,0,29,1,23,3,50,50,48.55,11,31,73,5,14,29,17,3,10,384.23,150,F,105000,203320,04MAY1996,Platinum,2,"I find that maeve shirts tend to run a little small. i'm usually an 8 but needed this in a 10. this shirt is reallly just perfect. great sleeve length. just the right amount of v neck. beautiful pattern with a vintage feel. i love the combo of stripes, polka dots and sweet flowers.",,28,HomeOwner,4.5454545455
88988,0,13,0,18,5,75,100,68.75,14,35,39,6,6,16,4,0,,1116.42,68,M,76000,158990,,Platinum,,"This blouse is so pretty. i love the long tie. the pattern is very unique. it is a thin, light weight fabric so you can easily wear it underneath a leather jacket.",My favorite new blouse,,Unknown,7.1428571429
89042,0,35,0,18,3,50,87.5,71.9,13,34,54,6,6,21,8,2,,705.62,89,M,73000,79170,22DEC1984,Platinum,3,"This is a beautiful blouse...sheer and feminine. i am small busted and slender so i need a size smaller than usual. it is a full top...can't tell exactly how full in the photos but with a small chest there is just too much under the arms. so if your chest is more ample you could prob order your regular size. this is supposed to be a full, shorter fit...i would say the style is going to look better on someone who is a little taller with a medium sized bust rather than someone who is shorter and b",A standout,39,HomeOwner,6.7307692308
89178,0,31,3,16,3,65,60,43.65,12,30,61,5,13,25,11,3,12,483.45,128,M,116000,321880,07JUL1987,Platinum,2,"The photo of these is truly misleading - they are a beautiful vibrant print - see the close-up photo. they are much longer on a regular person - they come a few inches above my ankle and i am 5'5""there is a neat slit off to the side on the front of each (like a pleat) that really allows a nice flow. these look great with boots, flats and do sit lower on the waste as i think they run slightly large. not lined, but drape beautifully. there are pockets (sewn closed upon purchase) and pack pockets.",Lovely!,37,HomeOwner,5
89255,0,22,0,16,3,65,55,47.5,11,28,29,5,5,11,4,1,,489.56,65,M,107000,91650,12MAY1985,Platinum,3,"I didn't think anything of this top online (i really don't care for how they styled it) but in store it was more interesting. i'm currently anywhere between a 2-4-6 / xs-s-m, depending on the style, 5'3"" 120lb 34b. size 2 regular in this top fit me perfectly. for some reason, on me, the sleeves were elongating and flattering (closer to my elbow) and the overall length hit me perfectly at the hip like on the model, the fabric is lightweight and therefore slightly sheer but, due to the color and p",Better in person,39,Unknown,5
140958,0,58,1,18,5,50,60,53.75,14,31,71,6,14,26,12,3,12,518.74,129,M,96000,102440,,Platinum,2,"This dress is lovely.  it flows nicely and is extremely flattering.  also true to size.  unfortunately i do not care for a lot of glitter/sparkle, which this dress has going down the very front so it is going back.  wish i could pull off the glitter but can't.  i absolutely love this dress otherwise and very much recommend it.",Beautiful just not for me,,HomeOwner,4.2857142857
141186,1,32,3,19,2,60,46.25,32.4,9,24,52,4,11,20,23,3,9,355.68,153,F,150000,91780,10OCT2000,Platinum,2,Love this tunic...and so do others! so many compliments already!! i've worn it with skinny jeans as well as flowy black pants. it needs a cami underneath since it's sheer. i also like to wear it with my long retailer necklaces!,Stunning!,23,Unknown,5.1388888889
141330,0,37,2,17,3,50,53.35,53.35,12,23,21,6,11,9,3,2,10,391.37,47,F,96000,179270,,Gold,3,"If it's a knock off, its of the ""poise"" dress, and a pretty good one at that. this is a beautiful dress that took my breath away the moment i saw it. when i saw such a poor rating i just had to see why. the erin fetherston dress is over $100 more and they look just about the same. i'd rather have the $ and the look!",,,Unknown,4.4458333333
154114,1,26,2,18,3,100,86.65,63.35,9,23,45,4,10,16,12,3,16,773.09,153,F,82000,100750,09MAR1999,Platinum,3,"I love this style and was pleasantly surprised that it fit my curvy shape well, despite it being a fairly straight shift style. it does wrinkel easily because of the linen fabric, but otherwise is really perfect! it is dressy enough for bridal showers or brunches but could also be worn casually.",Lovely warm weather dress,25,Unknown,9.6277777778
141442,1,37,0,18,5,90,90,85.45,13,32,67,6,6,28,11,2,,884.35,129,M,62000,122590,09NOV1993,Platinum,3,"Very comfortable,  looks great on. like the color & fabric. something you can throw on & go",Love it,30,HomeOwner,6.9230769231
141493,1,41,1,17,3,50,46.65,26.5,13,32,76,6,14,30,20,3,10,360.9,149,F,179000,191750,24DEC2005,Platinum,2,"Love this top! i'm 5' 118 lbs, purchased in a medium and plan on wearing it as a dress! it is so cute!",,18,Unknown,3.5884615385
4225,1,0,0,18,5,55,55,35.2,14,32,98,5,5,28,26,3,,493.49,152,M,140000,130390,02MAR1951,Platinum,2,"I'm so glad to own this one. i just tried it today and fully satisfied as always with pilcro. true to size, perfect color.high waisted and flare just right. can be paired with cropped top or peasant top. looking taller on this outfit!best of all i got it on sale!",Nice high waisted flare,73,Unknown,3.9285714286
141591,1,38,1,16,3,60,55,50.65,10,23,48,4,10,21,16,3,12,380.23,150,F,101000,114400,06MAY2004,Platinum,2,"The most disappointing thing about buying flare jeans when you're 5'4"" is taking them to the tailor to have a chunk of what makes them flares hacked off. not so with the petite 31"" inseam on these!!! love the perfect amount of stretch, the rise is high but not too high and the flare is perfect. definitely recommend.",Ideal proportions,20,Unknown,5.5
141742,1,37,1,19,3,50,37.5,41.65,12,20,17,6,10,8,3,1,10,293.54,45,M,121000,151710,14JUL2002,Gold,3,I had this in my cart for a while online and ended up finding it in store. the medium fit good and looked great. i can't wait to wear it with a great pair of leggings. i did have to buy some static spray as it was sticking to my leggings i had on that day buying it.,Love it!,22,HomeOwner,3.125
21046,0,36,0,19,5,150,150,65,13,26,52,6,6,20,7,2,,1744.26,109,M,80000,76830,28APR1999,Platinum,4,This is a very cute designed shirt but it fits very boxy and runs large,Boxy fit,25,HomeOwner,11.538461538
21284,0,30,0,26,5,75,75,46.25,9,20,26,4,4,12,4,2,,775.68,100,M,110000,81510,,Platinum,5,"I wanted to like this romper, it is very cute and colorful, but to top was overywhelming for my size and made me look even shorter.",Too narrow for this romper,,Unknown,8.3333333333
21345,0,29,0,19,5,100,100,50,10,16,30,4,4,10,3,1,,1112.85,102,M,102000,81250,06JUN2006,Platinum,5,"I agree with those who thought this material looked a little cheap. i ordered the white knowing about the sleeves and thought i'd like the slits, but the material + sleeves definitely gave an undesired pirate vibe.true to size.",Meh,18,Unknown,10
21391,0,28,0,26,5,150,150,76.65,10,31,53,5,5,20,6,1,,1750.15,91,F,69000,64740,21OCT1993,Platinum,5,Sooooo soft! not a ton of shape but very versitile and warm!,Yummysweater,30,HomeOwner,15
21396,0,31,0,18,5,250,255,195.9,14,36,67,6,6,25,11,2,,13983.21,105,M,28000,160810,04JAN1979,Platinum,5,"I instantly fell in love with the graphic pattern on this drapey layering piece, and i've received compliments every time i have worn it. however i seriously considered returning it because the way the garment is cut causes it to bunch awkwardly at the sides. maybe it's still just too big--even though medium or large is my size in tops, the medium in this sweater clearly looks baggier on me than it does on the model in the photo, for instance. it is definitely not slimming, but the striking patt",Runs very large,45,Unknown,18.214285714
21432,0,40,0,26,5,125,125,83.35,11,30,38,5,5,17,3,1,,1745.77,77,U,64000,60580,,Platinum,5,"I love and live in these but the recent scoop tanks i purchased were thin, not as great. so i want to recommend them because they are really versatile but the quality has deminished.",Used to be better,,Unknown,11.363636364
21455,0,24,0,15,3,100,90,61,12,30,46,5,5,18,5,1,,705.93,105,F,85000,57980,,Platinum,5,"I've had my eye on this for a while. went into my local retailer to try it on. tried on s and xs. it fit the same, not much different. the color is great. will go with so many things however i have a larger bust 34d-dd and am short wasted, generally wearing petite in skirts because of it. it sort of belled at the bottom, peplum""ish"" which made it look like my bust drooped to my waste. not flattering on me. i'm 5'3ish, 118 #and generally wear 4 in tops. it felt like it would stretch out as the day",Not for short wasted imo,,HomeOwner,7.5
71086,0,35,3,25,1,65,62.5,52.65,12,33,58,6,17,26,19,3,12.67,419.23,113,M,98000,124670,19APR2003,Platinum,2,"I got this on sale. i sized up from my normal 10 to a 12 based on reviews. the 12 is too large for me and i'd need a 10 which is sold out. the straps are very long. i think even if i sized down, i'd have to have them altered. also, the dress i got is missing the bottom button. sending back. i'm not too sad, i ordered the pink pippa swing dress with the same order and love it.",Straps are long.,21,Unknown,5.2083333333
71099,0,39,3,19,2,40,42,46.9,15,35,51,6,15,20,8,2,6.33,281.26,100,F,108000,104130,09MAR2004,Platinum,2,I love these jeans! their fit is fabulous and they are very comfortable! my new favorite brand of jeans!,,20,Unknown,2.8
71103,0,32,2,17,3,75,65,39.3,13,33,55,6,15,19,7,2,13,542.16,125,M,127000,84890,22DEC1989,Platinum,3,"I love this dress. it fits perfect (i'm 5,3, 108 and ordered xs)i think the off white stone color is true to the picture. i will be wearing this dress as my wedding dress for our small intimidate wedding. i can't wait.",Perfect dress,34,HomeOwner,5
